ra,dec,phot_g_mean_mag,bp_rp
264.3078046233656,-14.134901183023143,12.774835,1.9474144
264.0986025995324,-14.135416083869734,12.723602,1.5415325
264.1876266320942,-14.061727741636753,12.8654585,1.680151
264.4531141140938,-14.054118415326428,12.872042,2.0063753
264.8151084681875,-14.038327170081061,12.783342,2.2835646
264.84297393748926,-13.975385471319413,11.639829,1.9949684
264.8806017623009,-13.914239073187634,12.231197,2.2527342
265.0272045982046,-13.893919839724493,12.946845,2.0942545
264.97925459882504,-13.84236655939608,12.703168,1.5640802
264.5778324368842,-13.885033433709115,12.344632,1.5955276
264.5328482836559,-13.806569198865416,12.506233,1.5965738
264.59143031173915,-13.804414389204483,12.662562,1.6061821
264.21389410091274,-13.790768130969008,12.746979,2.067175
263.89893996982335,-13.78102483474726,10.867607,1.4703741
264.1559447968295,-13.728939848056497,11.810801,1.8835249
263.8836226439742,-13.685836083409074,12.8528385,1.5928888
263.96148744239684,-13.682614319631135,9.3125305,2.2667103
264.31395461263463,-13.783916321100069,11.861321,2.500681
264.4621752068666,-13.682546991724376,12.745816,1.0147429
265.1787460167834,-13.75685102608763,12.285061,1.6277361
265.011562738384,-13.741007394690312,11.630116,1.9589205
265.2853644402294,-13.625148447126053,11.902706,3.993453
264.8408484379564,-13.476929500299617,10.770499,1.4950476
265.16715948706127,-13.40089528388254,11.928933,0.9544306
265.034151222998,-13.326934679028586,12.496641,1.9083462
265.3176107651734,-13.412281595054397,12.942474,1.553318
265.4904547212211,-13.34720786713818,12.966935,0.90080357
265.4521895396697,-13.281255985607014,9.920931,0.8896675
264.5783240167569,-13.333896349340195,12.707187,1.0872822
264.51457543648075,-13.182666712213116,12.852623,1.1517363
264.680386032728,-13.15777934308386,12.287361,1.7505856
265.1518630122712,-13.025897005743717,10.857926,2.2823162
264.999407953307,-13.012135666699374,12.251979,2.6108952
264.8074724655167,-13.003338780630775,12.670186,1.9260874
263.7036500508383,-13.785218240481358,10.865001,1.5709028
263.7206031629958,-13.765026423945812,11.496546,1.0931969
263.64658948394737,-13.686811558831105,11.98484,2.0148888
263.48412253585593,-13.673939107556821,12.042919,1.7382345
263.93844385484675,-13.40970933461304,10.850525,0.9584751
264.23077109548245,-13.263922162617497,12.38872,1.1130886
264.0449327343364,-13.26617453092958,12.028173,4.0063086
264.1876098753941,-13.226852257137661,11.971014,3.37984
263.88271824811727,-13.116983685487547,12.051096,2.5040426
263.40566350170036,-13.20585611190765,12.78915,2.1592636
263.47894159435356,-13.210732339756344,11.654121,1.0770445
263.2038465425094,-13.216551534521514,12.930965,1.3195953
263.61765660724285,-13.16423912560131,11.592711,1.025486
263.66884986622216,-12.985629801826212,12.320842,3.8995905
263.87065564138965,-13.028679193191854,12.697533,2.649335
263.8257304243033,-12.962577080322584,12.988788,2.0788155
264.39858307098797,-13.12439437144618,12.495502,1.6780615
264.44153015274867,-13.056674012506452,9.605813,0.8787117
264.67110104708894,-12.851627645109746,12.160213,1.1774807
264.69538653917954,-12.697840310219117,12.955909,1.2690115
264.8851701470292,-12.708134127489599,12.651385,2.2091436
264.8207403259352,-12.621980628032032,12.676198,1.3729248
264.5769826436122,-12.489220679937404,12.881356,2.4079351
263.9552172526037,-12.88071957214343,12.799898,1.209898
264.0279342619261,-12.79267829208554,8.928677,0.5745783
264.1079705803285,-12.677899218392666,9.006422,2.1992974
263.8644047924683,-12.473330736540921,12.965163,1.2235832
264.4639725878275,-12.528171979970299,12.585396,5.33899
264.601312192756,-12.363892842584276,11.726048,1.9645615
264.38021405276226,-12.2058801956575,12.958489,1.9470739
265.8076984642448,-13.128287118084756,12.826668,2.5747404
265.62914897020926,-13.081327122093853,12.551282,1.0911674
265.68766946075436,-13.076832983448206,12.638006,1.1074495
266.0642401433367,-12.980361631107183,11.816193,2.8354654
265.53475681583853,-13.013371352584972,12.993193,2.5698147
265.6984225908387,-12.995731651419998,12.984967,2.4867477
265.76155375936884,-12.942528017421127,10.665437,1.5942793
266.18974895795765,-12.74009519561969,12.376738,0.9041872
266.0206470403538,-12.808948138347622,12.835452,1.8820829
265.51325858726256,-12.75399196743862,12.02992,2.5432873
265.4913381182844,-12.751227039300566,11.923045,1.7334785
265.3654627507853,-12.701658512068256,12.387033,3.2674723
265.88021370064604,-12.505423429160363,12.473678,0.92272663
265.7423060021888,-12.465756937031074,12.738016,2.0167465
265.83770084495126,-12.354085547816657,11.782332,1.1728945
265.5934607159133,-12.340327558777526,11.414366,1.0334444
265.78720496893317,-12.254470397422496,11.269903,1.9594173
265.9109498385395,-12.156903237820709,12.212851,4.038183
267.0518065549964,-12.019042812513128,12.444561,1.7140932
266.6862204357265,-11.86816169163641,11.11628,2.767418
266.09845696768804,-11.836419682681665,12.470257,1.4537125
266.5936789514629,-11.899082836498897,12.180679,0.99723625
266.22548191442576,-11.754097514618204,12.440159,3.0772047
265.2004897739153,-12.467926305561594,11.280375,1.2838478
264.81366470808854,-12.345866671177046,10.071555,2.1155634
264.8565073013439,-12.32274407379889,11.200429,2.1252966
265.05505542437623,-12.195061386545383,12.437788,1.7348509
265.2651354756819,-11.954604427056443,11.965613,2.1779642
265.4480635057586,-11.763902443951473,12.645497,1.7895098
264.62883756753894,-12.139741397801822,10.190453,2.0911188
264.6928969695155,-12.010501519436007,12.0088625,1.9276581
264.43348605375024,-12.070084646946125,12.652151,2.0079374
264.90140122923043,-11.646667444283647,12.818421,3.2277927
264.90893793320186,-11.635426170237952,11.259233,2.8177176
264.97175633044424,-11.519524077626867,11.704806,1.8351345
265.0875485541758,-11.514341961332494,12.146719,2.5166378
265.694368352614,-11.92150203147948,12.188956,2.0030546
265.6652253378279,-11.901354664668466,12.810728,1.9811821
265.5381218691619,-11.796338319556709,10.480856,2.2973003
266.06752716453633,-11.579744445920808,12.262474,2.7872477
265.7321965463407,-11.4541576110085,12.231558,2.305172
265.5497868690611,-11.374962283983646,10.531882,1.8094234
265.65261392893257,-11.367137022316914,12.001993,1.6723547
265.35437683916666,-11.385629703264211,12.58502,0.9855223
266.0784734389705,-11.1483777854046,12.8691845,2.425272
263.2565431712889,-12.949407482461892,12.771047,3.1341076
262.9678373115827,-12.641320863212924,12.872529,1.793397
263.305354702574,-12.889303131280066,12.934488,1.1041784
263.44080707466065,-12.765580555562506,12.9103,2.6817236
263.3784706054234,-12.75193603295092,9.558448,1.1861315
263.2326254471631,-12.713895188632229,12.8617,2.8429632
263.31042313137385,-12.667508199339341,11.882901,1.170476
263.29518786873376,-12.389978850837954,12.356626,2.0203543
262.68850116242186,-12.519006945202955,11.371855,4.4046564
263.01882386828686,-12.326075694603066,7.787573,2.5119987
263.76070268519857,-12.168863298567311,12.743214,1.8123589
263.602502911831,-12.210958560490342,12.724438,1.953392
263.8940829520351,-11.992490679099207,12.450492,1.2737551
264.0259557279043,-11.82818168854323,11.5803585,2.441059
263.2807430842707,-12.194476997786582,12.504389,1.4951487
262.31579149911494,-12.155986925025971,12.746879,1.3550606
262.22606511146614,-12.183768790127811,12.132382,1.8325758
262.3749584148055,-12.08866443441357,11.510348,2.0602894
262.4764801174332,-11.867962545840571,12.223635,1.7346497
262.68809369789295,-11.798580448206932,12.504021,1.5465126
261.79389171126684,-12.145831223166503,11.892892,1.1134253
261.67748600126697,-12.117439567096534,12.314387,2.863965
261.82195351913487,-12.007821487782216,12.28798,1.6742821
261.9628850207551,-11.980089579358767,8.961525,0.6780882
261.91404658598674,-11.801481673926421,11.3259,2.032795
262.87088478283056,-11.902518223973567,12.63789,2.2328596
263.0951561284354,-11.782357005800542,12.771352,1.3829584
263.0315625412621,-11.599315910959218,12.79675,1.971283
262.78959256313027,-11.335523469133594,12.5981,1.2726479
262.32647976271795,-11.41763594767599,12.459423,1.0077858
263.1304958320032,-11.201897919359347,12.696828,1.7696562
262.82445684505234,-10.973293676636017,11.573982,1.7977972
264.46081962426763,-11.537117850003519,10.034948,1.7199478
264.71087150626556,-11.621940831136836,9.620108,1.6627645
264.12027461318246,-11.573838812631706,12.613518,1.7525139
264.14317894916144,-11.546570045819813,11.928743,2.6204891
264.1198918373194,-11.513254958907114,12.637486,1.4077873
264.2411438029776,-11.394656928462146,12.7565,2.5173616
263.8596642091054,-11.550363172478853,12.407476,1.3470001
263.9737693025507,-11.44150729335925,12.860385,1.5062695
263.73611070788826,-11.462967306041591,11.305321,1.8492775
264.4851547520575,-11.02730282023018,12.001102,2.0343008
264.91025524293946,-11.093403590855482,12.500917,1.9311352
264.7299539089071,-10.886380268235685,8.244056,1.7036738
264.9497586197612,-10.87375466797918,12.957343,2.0279427
265.2391250101852,-10.658040187898582,12.167481,5.5897264
264.83837546670605,-10.571683715499757,12.075974,1.5879126
265.18080777845114,-10.336876766399778,12.861206,1.6109829
264.1242509648186,-10.667993273190486,11.544649,2.0386963
263.8949153598075,-10.637076679365633,11.601748,2.8869362
263.5290343026935,-10.860406486839684,11.3434725,1.693161
264.49169854918523,-10.312665174387039,12.75498,3.6506453
264.77489486917176,-9.953656021167019,9.084638,1.8509617
263.9097942961024,-10.170690797115203,12.89196,2.3954182
267.2057007720563,-11.751524983604948,12.018527,1.4260626
267.17269943093356,-11.753550112119271,11.104718,2.8484783
266.81538730376076,-11.302443751194803,12.746057,
267.42268308302033,-11.126564454907768,12.96406,1.5813656
267.935935173156,-11.272613604964064,11.974963,2.4088984
267.76965430170554,-11.216550346571811,12.938663,3.0999193
267.9211348924087,-11.161476298032882,12.862059,2.3156385
268.0701837564265,-10.701784866979262,12.581469,2.2341204
267.46807522734514,-10.828304462526047,12.211659,1.2808104
267.90731469638837,-10.53458018816171,11.71666,2.1903849
266.17267266913785,-10.927357665818828,10.679256,2.064166
266.2453957518255,-10.69360339339977,11.587709,3.4402237
267.387692383792,-10.329601790614229,12.403805,2.4203072
267.3814385084011,-10.287495593464916,12.391618,2.5620823
267.3266355233144,-10.193875040540842,11.200587,4.023303
266.9177005257865,-10.332582587975743,12.161328,3.1624327
267.4256650986044,-9.805611874188903,12.608276,4.5625467
268.72011750952373,-10.326918489833274,11.651699,4.916417
268.998645808568,-10.382771769298865,10.140353,0.95558167
269.16053529990535,-10.11176837749809,12.140069,3.3226213
268.7901138653474,-10.062957132585787,12.440761,1.5391922
268.3462175896932,-10.089692194252452,12.55129,2.5413294
268.5777051522434,-10.155630888697214,12.851626,4.03461
269.4908594381296,-9.796490980032162,9.878983,1.0728273
269.81073099813415,-9.502608727904615,12.558045,3.5372305
269.50827636255906,-9.643855522175862,12.805732,4.45022
269.47787261228063,-9.618461515623421,10.510296,3.8637495
269.5953991098227,-9.428539233812176,11.019568,1.3447561
268.9533602512468,-9.669358161362787,12.951477,2.4233284
269.1305896548713,-9.522371024724606,12.076587,2.8907928
268.92066948657515,-9.536643543023777,12.438041,3.426279
268.9835463001131,-9.277048518962609,12.489064,3.3968563
269.2295746698781,-9.072669884688263,10.845276,1.478301
267.6881418674567,-10.009998980460711,12.661677,2.3649483
267.8673759433147,-9.84493575101432,12.138154,2.1041813
268.29829466598545,-9.741705091206216,11.599808,1.3266907
268.41422858432037,-9.661912689044827,12.505538,2.3225794
268.03606402872896,-9.552076326201348,12.286461,2.2144003
267.3146377865487,-9.540338112260573,11.705973,2.5407734
267.460171603481,-9.363294430220117,12.570625,2.7190275
267.52323311286847,-9.337157117087648,12.841633,2.305665
267.86565323938527,-9.568444713084025,12.9622,2.8347635
268.5240217339963,-8.93123352161972,12.121016,2.1772013
268.24654629008256,-8.957374328071461,11.995869,2.757903
268.39539899985164,-8.70837419904733,8.037596,0.48509264
268.34763616287876,-8.701027218150905,12.983662,2.2884836
268.59582227227395,-8.600723359649086,12.163856,2.1060286
268.63589049187664,-8.554984937797126,12.534811,2.3167276
