ra,dec,phot_g_mean_mag,bp_rp
275.5967388041616,-35.64512305691511,12.304318,0.834527
275.68554682565656,-35.532703912288824,12.698763,0.6627979
275.5528106085232,-35.40700052123095,12.910045,1.7185574
275.77875584935344,-35.351865354736134,12.986781,1.4009266
275.7024808026949,-35.343669215183596,12.211376,2.6839342
275.4537476259095,-35.42531560576651,12.743822,0.72502804
275.5300286224507,-35.321107710805364,10.84321,2.3371315
275.37370787445525,-35.35175943532989,12.629259,1.3157873
275.5182930141629,-35.235899301057124,11.467757,2.1840086
275.41234972531754,-35.21426856688809,12.702746,0.6659355
275.47572446505364,-35.12701609179687,12.056822,1.3582287
275.61682312314207,-35.06060459783388,12.557872,2.1204147
276.0347128072369,-35.21540898542526,12.872331,1.4696817
276.0612442035063,-35.070409382508984,12.513666,1.6033506
276.1433142317928,-35.11462457058746,11.918093,1.7056055
276.0615957172742,-34.93062340414168,12.006133,2.0320692
276.05890120623167,-34.90980870306935,12.868221,0.16874313
275.8780843007141,-34.945471667302954,12.808627,1.3881063
275.8577361785689,-34.958952320532276,12.064497,1.3710184
275.77303351517287,-34.976091387326555,12.423792,0.90844345
276.0497411739961,-34.79676547702842,12.173257,1.3056078
275.8997056480412,-34.82781489770112,12.930796,0.91351986
275.88567749121506,-34.70131961267346,11.300746,1.7343521
275.32864989445534,-35.24832980089195,12.769698,1.2286425
275.43009993168454,-35.13450955881372,10.470921,0.085796356
275.1919793181429,-35.07556698592263,12.827872,1.7551489
275.4417482315758,-35.04009955429671,12.713748,1.9356861
275.54758042775865,-34.9304054125458,12.631702,2.2631588
275.0466657308676,-34.83689393334089,12.467943,1.2137442
275.2891965233573,-34.89910931523685,11.961429,1.1660738
275.5927552172885,-34.842840263265465,11.43263,1.4061327
275.68231608066503,-34.743200018118735,12.772538,0.7596111
275.5939423633988,-34.74733257211785,12.903178,1.1387959
275.7584852762288,-34.68899978783326,12.120981,1.7276983
275.7794914052037,-34.59328929233138,12.464462,2.1505518
275.69205910950393,-34.575078228326284,11.028336,2.4033823
275.65384458914156,-34.58470573940489,12.988089,1.3156662
275.7232179520788,-34.504053715919824,12.504063,1.3755684
275.42068969976987,-34.653408600963665,12.388803,2.3242273
275.69376857070006,-34.350377459468184,12.711929,0.941226
276.18219341149864,-34.78027106182118,12.486868,1.7128935
276.31977556751644,-34.700609502608216,11.659393,0.5614166
276.34912346191174,-34.63754647202169,12.301737,2.2558413
276.3541311684088,-34.624198008468525,12.553469,2.417756
276.30844933773744,-34.63416154708403,12.121785,1.3165464
276.5225571994282,-34.64020655938662,12.730036,0.63686466
276.4094903882796,-34.56881656409777,11.91255,1.603075
276.235804465317,-34.50332602350167,12.637396,0.8558264
276.1131632807123,-34.49038511856856,12.973339,1.3256207
276.3937667467798,-34.37987485999025,12.464958,1.7802525
276.20143879750873,-34.411118636129444,10.7039,0.94774246
276.71448238517996,-34.53843213106065,11.91832,1.1612225
276.5865784545508,-34.33771062412203,12.630048,1.391675
276.6946546032941,-34.29196398472223,12.930318,1.5564079
276.7917563104724,-34.30825609906035,12.211784,0.5197134
