ra,dec,phot_g_mean_mag,bp_rp
60.25996578105733,54.83514254899467,12.936998,2.0052319
60.83448600665972,54.97827432841507,11.567757,1.0462122
60.639553319657416,55.06995080970018,12.718687,1.9490194
60.67375155017725,55.16937899878227,11.094198,0.9732809
60.37887547147644,55.04533231174702,11.958909,2.2387657
60.801341399391966,55.11398007943426,12.735135,2.1177807
60.702863849288065,55.25234185620589,12.4314,1.1549873
60.25439859272511,55.35012337144852,12.961243,1.4645023
60.484239417221275,55.77085926036095,10.022987,0.44349003
61.66217950674238,55.49986578136859,11.747068,1.2205782
61.091013931551146,55.42916926367691,12.7809515,1.0521946
61.29580713271461,55.64994672105715,12.830011,1.8475056
61.369292014186165,56.05500310028801,12.38261,2.8880014
61.350579875425055,56.19797498058755,12.732732,1.1908464
61.59283531102825,56.09907554238532,11.954712,0.6105652
62.061749126672844,56.55697927905433,12.752739,2.1247644
59.527095385041456,55.37249467088123,11.571775,1.9516058
59.78403955250197,55.71139916740788,12.984034,0.86053085
60.00763235401875,55.94339328818417,12.067121,1.6093273
59.20000423782096,55.90029325713722,12.678762,0.91834164
59.384025893219786,56.07183683113992,9.485957,2.6613674
59.74194759111826,55.941711947418206,12.565358,1.1035652
59.74768439725151,56.18683825181692,10.825693,1.1617174
59.72343010196277,56.24053042724429,12.092278,1.2885408
60.66613567578917,56.38447927060229,7.942045,1.3423576
60.94228268367962,56.488071280264016,12.763966,2.5409365
61.41863968957914,56.48527509010506,12.293368,1.0676994
61.18948485155267,56.4803246492852,12.1827,0.7987728
61.21071957407658,56.5519591248844,12.758845,1.7152357
61.484623348911924,56.88529815857331,10.7215395,2.524065
60.41825336966649,56.40686564926217,12.810065,1.8644133
60.46684039314867,56.457803218184516,11.195415,0.7024307
60.31592413045986,56.46888066554476,12.486098,1.894064
60.601811619873246,56.62478343168214,9.587488,1.8190985
60.19364628309829,56.580874992543826,12.217219,1.9604664
60.17411804865551,56.73192511400121,11.662841,0.61041737
