ra,dec,phot_g_mean_mag,bp_rp
101.2197198850457,-29.53012559767047,10.325479,0.67304134
101.09210535648312,-29.496149721749,11.217934,0.73351383
101.51316992269015,-29.442859879058854,11.792339,0.17627525
101.74898573669905,-29.368971816948807,12.33049,1.1090431
100.90374268172776,-29.278288937261422,12.041466,1.2647629
100.80804975270715,-29.14383100190814,12.196718,0.62299156
101.14766720440369,-28.918074389046645,12.46712,0.5979309
101.1710725038684,-28.836767460176038,12.629074,1.1069012
101.96378739785732,-29.17283682771316,11.818352,0.7617359
101.90713170211039,-28.969027065458594,9.601106,1.4792042
102.38135956732184,-28.542522951076165,12.649887,0.80238724
102.27985975710283,-28.548166060918494,11.325108,0.53870106
101.81536967602626,-28.51981710470856,10.429878,1.2983408
102.05138912457942,-28.511300837231595,12.532738,0.7058611
102.13383968266078,-28.41785112928579,12.511785,2.0052366
102.18509979348433,-28.354180448632082,12.824556,0.78423786
100.8426534635264,-29.002878230747204,12.450835,0.75573254
100.696174881466,-28.86365121699907,11.6191845,1.0579472
100.32684287036533,-28.861331470842014,12.688006,1.4112816
100.57438874390785,-28.773425916103502,11.928293,0.4334364
100.50104645094157,-28.695056547453607,11.220827,1.4137249
100.74940415804924,-28.815953320372202,12.805345,0.5637045
100.7939811756426,-28.50673773285367,11.885388,0.6977501
100.19200146475264,-28.852493380196236,8.075612,-0.17105484
99.97511912114646,-28.679743999448554,12.481446,1.3061762
100.13671254551886,-28.58580728462921,12.67713,0.75548935
100.31027232512218,-28.469760328308297,11.753135,1.3871403
100.66863747961258,-28.47637884702401,10.746765,1.6242456
100.4553324518895,-28.406543237525536,12.594432,0.79494953
100.59888836979073,-28.29984398714807,12.673528,0.6735983
100.43790229884654,-28.216797347646533,9.917582,0.4971304
101.23511751613846,-28.51787768080789,12.578899,0.9601059
101.33020801975219,-28.3950160872948,12.542168,1.4355774
101.4860816331218,-28.3120573194558,12.0924,0.90835285
101.1220185470626,-28.414801373650427,12.830276,0.60614204
101.34892579481722,-28.0837006200865,11.570406,0.08251667
101.26249871914894,-27.998688382764183,12.97139,0.6645918
101.63550471069155,-28.149044641698413,11.798401,1.5209608
101.70096782072791,-28.081413537775223,11.884938,1.7077885
101.5963791943768,-27.78893130076331,11.767106,1.9787025
100.88746229952393,-28.06371813706913,10.415908,2.1212378
100.79830551699715,-27.893572991327844,12.433393,0.67708015
100.7302144682416,-27.837423858031304,11.073436,0.12230873
100.972854635319,-27.732456534659452,12.870092,1.1461735
101.20602111277016,-27.793523802771844,12.639068,0.6091547
101.21367556355258,-27.624960396690884,12.968251,0.74195576
101.13564082724028,-27.57013597099934,9.935524,0.34407616
101.19887063869213,-27.406899610275595,12.358257,1.3143759
102.66870873547175,-28.44560544300512,11.499687,1.228939
102.64762102535981,-28.412904683583616,12.864008,1.0854006
102.56394116946143,-28.05458798719518,10.996616,1.2006226
103.09085695281199,-28.01139167586503,12.785541,1.3083868
102.97364581308169,-27.883515369584874,12.813568,0.8644104
102.95184229832205,-27.859696118055275,10.083289,1.2327204
103.05260211045965,-27.670015780942045,12.899262,1.306962
102.5787183894837,-27.959540090755468,8.623168,1.1641326
102.35520891394017,-27.815510521130392,12.165835,1.1620684
102.32445326231802,-27.737554578115834,11.87924,1.3134899
102.73409373338596,-27.645761725081563,11.573289,1.235136
102.86081892985203,-27.505036380500925,12.147937,1.2390814
102.6452838716236,-27.510844919407656,12.434893,1.201539
103.37235813992463,-27.91644678492364,12.955522,1.6281385
103.66439410579099,-27.64119103989554,11.622184,1.5681772
103.2760695508745,-27.577743028236064,12.839076,0.57820034
103.12931034434858,-27.590615920489515,12.422664,0.63316154
103.8280683737489,-27.316407871411613,11.133438,0.69982433
103.5114562420661,-27.323753592151206,9.850032,1.5957298
103.52454874215341,-27.30610123455692,12.434895,1.2396889
103.51518030970567,-27.245994110908647,12.366934,1.2388649
103.83902623469383,-27.15502857105646,11.31669,1.8793373
103.77050821912316,-27.05420295905648,12.26085,1.9435225
103.70218892828089,-27.026948272890188,11.307155,1.3971758
102.79606339822968,-27.260876112898313,7.3351808,1.8088803
103.04550067847198,-27.093335757110733,12.004281,1.5215206
102.99240753477984,-27.098028789330485,11.481049,0.7683172
103.2496205305443,-27.08603082569598,12.865313,0.90279675
103.52509633695992,-27.022372933185157,11.384554,0.6004143
103.53545308259608,-26.965562326900727,10.781121,0.63917446
101.89791468453139,-27.74608225850945,12.2396,0.6980982
101.98305352978366,-27.693166057768092,11.698532,0.6910095
102.32800566499952,-27.39215968561878,12.307401,0.6306696
102.2047951423293,-27.36581917859684,9.003359,0.87276745
102.0305780195031,-27.22174124722523,11.272805,1.2297125
102.41277265494102,-27.139439324649878,12.589924,0.5759001
102.39527730544437,-27.071206764009503,10.014618,1.4303513
102.28346931501278,-27.073398907701772,11.834239,1.1469059
102.32993817248568,-27.047308190331723,11.300877,0.5953598
101.6173453639979,-27.350391804228458,11.624243,0.83804035
101.99786579425599,-27.189016211404457,9.139581,2.0594692
101.80401747426309,-26.869974674445178,12.28379,0.68715477
101.77934020160062,-26.813921498557956,12.454458,0.47888184
101.93747069841275,-26.705085905035524,12.8466215,0.66668415
102.57476449861723,-27.051206421385757,11.357458,1.5669098
102.95073316708238,-26.99396129246666,12.241643,0.6053648
102.68809519733362,-26.948956365057484,9.988877,1.5530043
102.3450614560173,-26.93400169977575,12.891193,1.8328905
102.51985458854197,-26.774440774328543,12.569938,1.4839516
102.66162752679762,-26.695501853979366,12.608783,1.5298281
103.00730456706712,-26.92870609603789,12.174715,0.40369415
102.3933256807725,-26.727572581053757,12.872867,1.2714148
102.36960194410487,-26.69929030651191,12.715514,0.7270012
102.03657152858298,-26.605572592178767,12.450401,0.81450367
102.10428176254668,-26.539697888787973,10.704852,1.2301245
102.67823623506142,-26.563056177405723,11.773631,0.7454691
102.89094605403993,-26.26478596944596,12.911502,0.7251272
102.92051658591785,-26.210893241611764,10.666241,1.2241755
