ra,dec,phot_g_mean_mag,bp_rp
172.0580162067758,-75.71463630797713,12.239221,1.6336374
172.05077678672347,-75.70904893356835,12.370102,1.6757078
171.34315369439543,-75.52521957420933,12.370192,1.0496502
177.13800973716005,-75.84630098336903,10.713266,1.483571
176.2913231089716,-75.57754371998061,12.843531,1.9806938
175.67131893872713,-75.48229466101317,12.368586,1.0602894
175.9186861601294,-75.43058493031289,12.957342,1.5655098
179.7831221556945,-75.92132981265027,12.723924,2.29984
178.89555857417352,-75.88608409475545,12.455506,1.7153578
177.8353463625569,-75.68135514070906,12.391056,1.8443737
178.83313197319626,-75.64478604885305,10.864506,2.9486256
178.7589054042113,-75.43627094419014,11.940651,0.55575466
177.85741116475998,-75.13729968081019,12.924548,1.4858303
177.54469647717693,-75.63879066747432,8.941679,1.4404707
177.2917284427091,-75.63186824067719,12.819389,0.9831066
177.64420735348546,-75.41860379075321,12.852797,0.9017086
175.56292854534138,-75.22733236419347,6.3556094,0.66897106
175.8042275724608,-75.16714892680788,11.172282,2.8456688
177.00625053845354,-75.01041895429904,11.6945095,1.0991821
175.76343036701465,-74.99182418636624,11.378719,1.9485664
175.0775613883101,-75.8495677139111,11.627568,1.6429043
174.31931333883568,-75.53270252275608,10.637972,2.7347202
174.13790086013674,-75.73644446993578,12.061918,1.0984058
175.16367198243952,-75.36644180183772,12.325149,1.8756847
173.85640626737325,-75.35894901818132,12.50288,0.8928118
172.4350049922269,-75.4473704114617,10.613703,1.0550289
172.00389602294814,-75.23043123304097,12.159339,1.557723
172.47958528689114,-75.15198380651377,12.778221,1.4668531
171.79584910625397,-74.92911598693361,11.806452,2.3432283
171.34196173263547,-74.87567891427638,12.9649935,0.8658552
175.35632212634252,-75.15938103956888,12.211245,1.1145449
173.7030409311518,-74.92295172008271,12.513929,1.1805639
174.43867677770714,-74.92359891441974,12.040064,1.4761963
174.2845007845584,-74.74158244566571,12.636139,1.8843088
175.58073284467926,-74.69895314462228,12.8804455,1.9427891
174.516446016609,-74.6558018535818,12.994408,1.241703
173.99516900798722,-74.65564972636035,10.6512,1.9574642
173.93523270850469,-74.35389711189616,12.793367,0.99235725
173.20649681896487,-74.8965802628118,11.632173,0.9949522
172.65853477621775,-74.79199018211926,12.5607195,0.97673035
172.9879288575761,-74.57222691436063,12.545623,1.6817379
172.95247700304637,-74.54873552109825,12.186285,3.4292173
173.07148361996366,-74.30945772242563,11.7764635,1.296361
172.29258426647542,-73.97116909896894,10.720765,0.95048237
169.8989439956512,-75.69152916982871,11.238882,1.5659666
169.44143052937574,-75.57282220206699,12.098855,1.6121407
168.88779493560546,-75.48262344164368,12.721958,1.6427536
170.90381641743576,-75.33980623295541,12.788695,1.2874784
169.0941289048232,-75.20220002031218,10.96045,2.0183382
169.4824315766702,-75.2646449135996,11.482931,1.9043283
169.36912111919753,-75.17757021059909,12.383242,1.8915625
168.10586835240363,-75.2245950971642,12.356356,1.8353348
167.377062538011,-75.41843057808829,12.796754,1.6522007
167.36318833160348,-75.15349877552686,11.915605,1.4650068
166.96199855045353,-75.10552045981004,12.97661,1.6311264
168.38054635574352,-75.13757998454994,11.084607,1.40664
167.70084424346396,-75.04917201662728,11.93565,1.6599207
167.4136737214362,-75.06297899422074,11.716925,2.0720358
167.6712665022902,-74.81564196756547,12.680146,1.4931784
166.139659415275,-75.54277873176429,12.192308,1.4867268
165.91244127016353,-75.38977879178077,12.316629,0.77007675
165.5284728412568,-75.21593779597136,11.370441,0.78585815
164.4824896500806,-75.19229186519003,11.065667,2.0937681
164.16294979216593,-75.40181333971351,11.970833,1.2827177
163.92168337618787,-75.08221869057573,11.651247,0.865592
165.8862860211215,-75.06707270007499,12.6923685,1.5612831
